"type","Market_Title","Market_Id","Original_Date","Price_In_Cents","Amount_In_Dollars","Fee_In_Dollars","Traded_Time","Direction"
"Trade","Will the **high temp in Miami** be 83-84° on Mar 28 2024?","8f8b2844-2f16-47cf-84c3-ba1d6ea38b59","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 8:20AM EDT","No"
"Trade","Will the **high temp in Miami** be 85-86° on Mar 28 2024?","f3400fd3-5f65-47c5-90a2-43031fc2d763","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 8:20AM EDT","No"
"Trade","Will the **high temp in Miami** be 87-88° on Mar 28 2024?","ca239585-556c-4374-b121-a045910cc3f2","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 8:20AM EDT","No"
"Trade","Will the **high temp in Miami** be >88° on Mar 28 2024?","383aa97a-a3ba-44e0-9dee-e18a2fd2797c","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 8:20AM EDT","No"
"Trade","Will the **high temp in Miami** be >88° on Mar 28 2024?","383aa97a-a3ba-44e0-9dee-e18a2fd2797c","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:17AM EDT","No"
"Trade","Will the **high temp in Miami** be 87-88° on Mar 28 2024?","ca239585-556c-4374-b121-a045910cc3f2","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:17AM EDT","No"
"Trade","Will the **high temp in Miami** be 87-88° on Mar 28 2024?","ca239585-556c-4374-b121-a045910cc3f2","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:17AM EDT","No"
"Trade","Will the **high temp in Miami** be 85-86° on Mar 28 2024?","f3400fd3-5f65-47c5-90a2-43031fc2d763","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:17AM EDT","No"
"Trade","Will the **high temp in Miami** be 83-84° on Mar 28 2024?","8f8b2844-2f16-47cf-84c3-ba1d6ea38b59","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:17AM EDT","No"
"Trade","Will the **high temp in Miami** be <81° on Mar 28 2024?","672b73a9-3f8d-45f6-90f5-b80268b7344c","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:17AM EDT","No"
"Trade","Will the **high temp in Miami** be <81° on Mar 28 2024?","672b73a9-3f8d-45f6-90f5-b80268b7344c","Mar 28, 2024","1","39","0.03","Mar 28, 2024 at 8:17AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 28 2024?","57ea25a7-cbc7-4bb5-9376-40c65b83ebd1","Mar 28, 2024","50","10","0.18","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 28 2024?","57ea25a7-cbc7-4bb5-9376-40c65b83ebd1","Mar 28, 2024","50","10","0.18","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 28 2024?","57ea25a7-cbc7-4bb5-9376-40c65b83ebd1","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 28 2024?","57ea25a7-cbc7-4bb5-9376-40c65b83ebd1","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be 50-51° on Mar 28 2024?","27f3ff52-389c-49ec-a05e-e411864b7ad8","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be 48-49° on Mar 28 2024?","257e9c09-d4de-49ce-b3fb-b3bf61fa8a1a","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be 46-47° on Mar 28 2024?","472ed366-80c6-48f9-87fd-5e5163beda08","Mar 28, 2024","90","39","0.25","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be 46-47° on Mar 28 2024?","472ed366-80c6-48f9-87fd-5e5163beda08","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the high temp in Chicago be <46° on Mar 28 2024?","0bfe9937-f190-44e6-a06d-f50ac765a5af","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be >80° on Mar 28 2024?","676497f1-9045-4d81-b1b5-b58036190718","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be 79-80° on Mar 28 2024?","d082c4b9-a983-40bf-aeb4-337d4e666cb3","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be 79-80° on Mar 28 2024?","d082c4b9-a983-40bf-aeb4-337d4e666cb3","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be 77-78° on Mar 28 2024?","4df404ba-ee8e-4f37-a044-d613e4b7c53c","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be 73-74° on Mar 28 2024?","bf1b28ef-f6bc-4488-8593-0644fb909790","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be <73° on Mar 28 2024?","3a2cbbcf-192b-494b-b929-4a5dbc653ab6","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be <73° on Mar 28 2024?","3a2cbbcf-192b-494b-b929-4a5dbc653ab6","Mar 28, 2024","50","10","0.18","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be <73° on Mar 28 2024?","3a2cbbcf-192b-494b-b929-4a5dbc653ab6","Mar 28, 2024","80","19","0.22","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in Austin** be <73° on Mar 28 2024?","3a2cbbcf-192b-494b-b929-4a5dbc653ab6","Mar 28, 2024","50","10","0.18","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in NYC** be 51-52° on Mar 28 2024?","bdba410a-a103-43ca-b04e-52c93e22486a","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in NYC** be 53-54° on Mar 28 2024?","927665d7-a0e8-4be4-a90e-85db44addeaf","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 8:16AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 28 2024?","11804d13-ad93-4c02-9da3-78d755492754","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 8:15AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 28 2024?","11804d13-ad93-4c02-9da3-78d755492754","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 28 2024?","11804d13-ad93-4c02-9da3-78d755492754","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the **high temp in NYC** be 53-54° on Mar 28 2024?","927665d7-a0e8-4be4-a90e-85db44addeaf","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the **high temp in NYC** be 51-52° on Mar 28 2024?","bdba410a-a103-43ca-b04e-52c93e22486a","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 28 2024?","e2c913e9-6f40-444f-83e9-1a638ab18d59","Mar 28, 2024","1","1","0.01","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 28 2024?","e2c913e9-6f40-444f-83e9-1a638ab18d59","Mar 28, 2024","50","10","0.18","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 28 2024?","e2c913e9-6f40-444f-83e9-1a638ab18d59","Mar 28, 2024","50","10","0.18","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 28 2024?","e2c913e9-6f40-444f-83e9-1a638ab18d59","Mar 28, 2024","70","19","0.28","Mar 28, 2024 at 8:13AM EDT","No"
"Trade","Will the high temp in Chicago be 46-47° on Mar 24 2024?","03504ea8-39fe-4ee0-b478-ebbdd7321140","Mar 24, 2024","50","193","3.38","Mar 24, 2024 at 9:15AM EDT","Yes"
"Trade","Will the high temp in Chicago be 46-47° on Mar 24 2024?","03504ea8-39fe-4ee0-b478-ebbdd7321140","Mar 24, 2024","1","1","0.01","Mar 24, 2024 at 9:15AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 79-80° on Mar 24 2024?","64b43baa-8205-448c-83bd-119928c7f24a","Mar 24, 2024","50","191","3.35","Mar 24, 2024 at 9:13AM EDT","Yes"
"Trade","Will the **high temp in Austin** be 72-73° on Mar 24 2024?","273d4463-e30c-4a2c-971d-fd3c1d28d29a","Mar 24, 2024","50","173","3.03","Mar 24, 2024 at 9:12AM EDT","Yes"
"Trade","Will the **high temp in NYC** be 49-50° on Mar 24 2024?","1915b35f-bd65-4341-82af-21e71bfda096","Mar 24, 2024","98","996","1.37","Mar 24, 2024 at 9:07AM EDT","No"
"Trade","Will the **high temp in Austin** be <70° on Mar 23 2024?","1c8e909f-f7e1-4221-8331-5351fd24b0fa","Mar 23, 2024","90","447","2.82","Mar 23, 2024 at 2:49PM EDT","No"
"Trade","Will the high temp in Chicago be 40-41° on Mar 23 2024?","0a272daf-a5b9-4234-9e33-0200fc11e454","Mar 23, 2024","70","25","0.37","Mar 23, 2024 at 2:46PM EDT","No"
"Trade","Will the high temp in Chicago be 38-39° on Mar 23 2024?","268f0a3e-be99-497e-b1dc-13416e92486a","Mar 23, 2024","70","25","0.37","Mar 23, 2024 at 2:46PM EDT","No"
"Trade","Will the **high temp in Miami** be 79-80° on Mar 23 2024?","31515c7e-71b5-4dec-9520-1f005afc8572","Mar 23, 2024","73","125","1.73","Mar 23, 2024 at 2:41PM EDT","Yes"
"Trade","Will the **high temp in NYC** be >55° on Mar 23 2024?","a4be9cd0-1690-48b7-bc11-7a41d735449a","Mar 23, 2024","50","125","2.19","Mar 23, 2024 at 2:40PM EDT","Yes"
"Trade","Will the **high temp in Austin** be <72° on Mar 22 2024?","2a5cd40c-74da-465a-b93d-40b9bc5acdee","Mar 22, 2024","70","139","2.05","Mar 22, 2024 at 10:17AM EDT","Yes"
"Trade","Will the high temp in Chicago be 44-45° on Mar 22 2024?","96407528-1d07-4e69-a152-c5449ce43708","Mar 22, 2024","50","186","3.26","Mar 22, 2024 at 10:16AM EDT","Yes"
"Trade","Will the **high temp in NYC** be >48° on Mar 22 2024?","14f0c827-672a-4cdd-94fe-1e18daa38676","Mar 22, 2024","50","115","2.02","Mar 22, 2024 at 10:16AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","264ca899-d6b1-4756-9970-3be539ea023f","Mar 22, 2024","50","152","2.66","Mar 22, 2024 at 10:16AM EDT","Yes"
"Trade","Will the high temp in Chicago be >43° on Mar 21 2024?","7dc44ef5-1a8b-4e45-9cf9-eb44fe314170","Mar 21, 2024","1","100","0.00","Mar 21, 2024 at 8:53PM EDT","Yes"
"Trade","Will the **high temp in NYC** be >47° on Mar 21 2024?","830f027e-0812-4fa8-aa7b-7e11ce701ec8","Mar 21, 2024","1","100","0.00","Mar 21, 2024 at 8:51PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 5:09PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 5:04PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 4:59PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 4:50PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:58PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:55PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:51PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:48PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:44PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:41PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:38PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:34PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:31PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:27PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:24PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:20PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:17PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:13PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:10PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:07PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:03PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 3:00PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:56PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:52PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:49PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:45PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:42PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:38PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:34PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:31PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:27PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:23PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:20PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:16PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:12PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:08PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:04PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 2:01PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:57PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:53PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:49PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:45PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:41PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:37PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:33PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:29PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:25PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:21PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:17PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:13PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:09PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:05PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 1:01PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:57PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:52PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:48PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:44PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:39PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:35PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:30PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:26PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:21PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:17PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:13PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:08PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 12:04PM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:59AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:54AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:49AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:45AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:40AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:35AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:30AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:25AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:20AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:16AM EDT","Yes"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 21 2024?","dca9f288-83ea-4d9f-b018-992fc3d2d74b","Mar 21, 2024","1","1","0.00","Mar 21, 2024 at 11:11AM EDT","Yes"
